ticker,name,exchange,description
KNTK,Kinetik Holdings Inc.,NYSE,"Kinetik Holdings Inc. operates as a midstream company in the Texas Delaware Basin.The company operates through two segments, Midstream Logistics and Pipeline Transportation. It provides gathering, transportation, compression, processing, stabilization, treating, storage, and transportation services for companies that produce natural gas, natural gas liquids, and crude oil; and water gathering and disposal services.The company was founded in 2017 and is based in Houston, Texas."
KNX,Knight-Swift Transportation Holdings Inc.,NYSE,"Knight-Swift Transportation Holdings Inc., together with its subsidiaries, provides freight transportation services in the United States and Mexico.The company operates through four segments: Truckload, Less-than-truckload (LTL), Logistics, and Intermodal.The Truckload segment provides transportation services, which include irregular route and dedicated, refrigerated, expedited, flatbed, and cross-border operations.This segment operated an average of 20,948 tractors, which comprised 18,821 company tractors and 2,127 independent contractor tractors, as well as 87,865 trailers.The LTL segment provides regional LTL transportation services through a network of approximately 120 service centers; and offers national coverage through partner carrier outside the network.This segment operated an average of 3,201 tractors and 8,482 trailers. The Logistic segment offers brokerage and other freight management services through third-party transportation providers and equipment.The Intermodal segment offers transportation services, including freight through third-party intermodal rail services on trailing equipment, such as containers and trailers on flat cars; and drayage services.This segment operated an average of 639 tractors and 12,730 intermodal containers. The company also provides repair and maintenance shop, equipment leasing, warranty, and insurance services; and warehousing and driving academy services, as well as manufactures trailer parts.It serves retail, food and beverage, consumer and paper products, transportation and logistics, housing, and building, automotive, and manufacturing industries.Knight-Swift Transportation Holdings Inc. was incorporated in 1989 and is headquartered in Phoenix, Arizona."
KOD,Kodiak Sciences Inc,NASDAQ,"Kodiak Sciences Inc., a clinical stage biopharmaceutical company, engages in the research, development, and commercialization of therapeutics to treat retinal diseases.Its lead product candidate is tarcocimab tedromer (KSI-301), an anti-vascular endothelial growth factor (VEGF) antibody biopolymer that is in Phase IIb/III clinical study to treat wet age-related macular degeneration (AMD), as well as Phase III clinical study for the treatment of diabetic macular edema, naÃ¯ve macular edema due to retinal vein occlusion, and non-proliferative diabetic retinopathy.The companyâs preclinical stage product candidate includes KSI-501, a bispecific conjugate targeting the pro-inflammatory cytokine interleukin-6 (IL-6) and VEGF; and KSI-101 (KSI-501P), an unconjugated bispecific protein targeting IL-6 and VEGF developed for retinal inflammatory conditions.The company was formerly known as Oligasis, LLC and changed its name to Kodiak Sciences Inc. in September 2015.Kodiak Sciences Inc. was incorporated in 2009 and is based in Palo Alto, California."
KODK,Eastman Kodak Company,NYSE,"Eastman Kodak Company engages in the provision of hardware, software, consumables, and services to customers in the commercial print, packaging, publishing, manufacturing, and entertainment markets worldwide.The company operates through three segments: Print, Advanced Materials and Chemicals, and Brand. The Print segment provides digital offset plate offerings and computer-to-plate imaging solutions; press systems and components under the PROSPER brand name, as well as print inks and primers under the KODAK OPTIMAX, KODACHROME, and KODAK EKTACOLOR brand names; and PRINERGY, a workflow production software, which is used by customers to manage digital and conventional print content from file creation to output.This segment offers its products to commercial industries, including commercial print, direct mail, book publishing, newspapers and magazines, dÃ©cor, and packaging/labels.The Advanced Materials and Chemicals segment engages in industrial film and chemicals, motion picture, advanced materials and functional printing, and IP licensing and analytical activities.This segment also comprises the Kodak Research Laboratories, which conducts research, develops new product or new business opportunities, and files patent applications for its inventions and innovations, as well as manages licensing of its intellectual property to third parties.The Brand segment engages in the licensing of Kodak brand to third parties. The company is also involved in the operation of Eastman Business Park, a technology center and industrial complex.It sells its products and services through direct sales, third party resellers, dealers, channel partners, and distributors.The company was founded in 1880 and is headquartered in Rochester, New York."
KOP,Koppers Holdings Inc.,NYSE,"Koppers Holdings Inc. provides treated wood products, wood preservation chemicals, and carbon compounds in the United States, Australasia, Europe, and internationally.The company operates through Railroad and Utility Products and Services (RUPS), Performance Chemicals (PC), and Carbon Materials and Chemicals (CMC) segments.The RUPS segment procures and treats crossties, switch ties, and various types of lumber used for railroad bridges and crossings.It also provides rail joint bars to join rails together for railroads; transmission and distribution poles for electric and telephone utilities; and pilings.This segment provides railroad services, such as engineering, design, repair, and inspection services for railroad bridges.The PC segment develops, manufactures, and markets copper-based wood preservatives, including micronized copper azole, micronized pigments, alkaline copper quaternary, amine copper azole, and chromated copper arsenate for decking, fencing, utility poles, construction lumber and timbers, and various agricultural uses; and supplies fire-retardant chemicals for pressure treatment of wood primarily in commercial construction.The CMC segment manufactures creosote for the treatment of wood or as a feedstock in the production of carbon black; carbon pitch, a raw material used in the production of aluminum and steel; naphthalene for use as a feedstock in the production of phthalic anhydride and as a surfactant in the production of concrete; phthalic anhydride for the production of plasticizers, polyester resins, and alkyd paints; and carbon black feedstock for use in the production of carbon black.It serves the railroad, specialty chemical, utility, residential lumber, agriculture, aluminum, steel, rubber, and construction sectors.Koppers Holdings Inc. was founded in 1988 and is based in Pittsburgh, Pennsylvania."
KOPN,Kopin Corporation,NASDAQ,"Kopin Corporation, together with its subsidiaries, invents, develops, manufactures, and sells microdisplays, subassemblies, and related components for defense, enterprise, industrial, and consumer products in the United States, the Asia-Pacific, Europe, and internationally.It offers miniature active-matrix liquid crystal displays, liquid crystal on silicon displays/spatial light modulators, organic light emitting diode displays, microLED display technologies, application specific integrated circuits, backlights, and optical lenses; and head-mounted and hand-held VR products.The companyâs products are used for soldier thermal weapon rifle sights, avionic fixed and rotary wing pilot helmets, armored vehicle targeting systems, and training and simulation headsets; industrial and medical headsets; 3D optical inspection systems; and consumer augmented reality and virtual reality wearable headsets systems.Kopin Corporation was incorporated in 1984 and is headquartered in Westborough, Massachusetts."
KOS,Kosmos Energy Ltd.,NYSE,"Kosmos Energy Ltd., together with its subsidiaries, engages in the exploration, development, and production of oil and gas along the Atlantic Margins in the United States.The companyâs primary assets include production projects located in offshore Ghana, Equatorial Guinea, and the U.S. Gulf of Mexico, as well as gas projects located in offshore Mauritania and Senegal.It undertakes a proven basin exploration program in Equatorial Guinea and the U.S. Gulf of Mexico. Kosmos Energy Ltd. was founded in 2003 and is headquartered in Dallas, Texas."
KOSS,Koss Corporation,NASDAQ,"Koss Corporation, together with its subsidiaries, engages in the design, manufacture, and sale of stereo headphones and related accessories in the United States, Sweden, the Czech Republic, Ukraine, Korea, Georgia, Canada, and internationally.The company offers high-fidelity headphones, wireless bluetooth headphones, wireless bluetooth speakers, computer headsets, telecommunications headsets, and active noise canceling headphones.It sells its products through distributors, international distributors, audio specialty stores, the internet, national retailers, grocery stores, electronics retailers, and prisons under the Koss name, as well as private label.Koss Corporation sells its products to distributors for resale to school systems, as well as directly to other manufacturers.The company markets through domestic retail outlets and numerous retailers. It also exports its products.Koss Corporation was founded in 1953 and is based in Milwaukee, Wisconsin."
KPTI,Karyopharm Therapeutics Inc.,NASDAQ,"Karyopharm Therapeutics Inc., a commercial-stage pharmaceutical company, discovers, develops, and commercializes drugs directed against nuclear export for the treatment of cancer and other diseases in the United States.The company discovers, develops, and commercializes novel and small molecule Selective Inhibitor of Nuclear Export (SINE) compounds that inhibit the nuclear export protein exportin 1 (XPO1).Its lead compound, include XPOVIO in combination with bortezomib and dexamethasone for the treatment of adult patients with multiple myeloma; in combination with dexamethasone for the treatment of adult patients with relapsed or refractory multiple myeloma; and for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL).It also developing Selinexor for treating hematological and solid tumor malignancies, including multiple myeloma, endometrial cancer, myelofibrosis, and DLBCL; and ELTANEXOR for treating Myelodysplastic Neoplasms, as well as verdinexor, KPT-9274, and IL-12 compounds.The company has license agreement with Menarini Group to develop and commercialize selinexor for human oncology indications; license agreement with Antengene Therapeutics Limited to develop and commercialize selinexor, eltanexor, and KPT-9274 for the treatment and/or prevention of human oncology indications, as well as verdinexor for the diagnosis, treatment, and/or prevention of human non-oncology indications; and distribution agreement for the commercialization of XPOVIO with FORUS Therapeutics Inc. Further, it has a collaboration with Bristol Myers Squibb company to evaluate novel cereblon E3 ligase modulator agent mezigdomide in combination with Selinexor in patients with relapsed/refractory multiple myeloma.Karyopharm Therapeutics Inc. was incorporated in 2008 and is headquartered in Newton, Massachusetts."
KRC,Kilroy Realty Corporation,NYSE,"Kilroy Realty Corporation (NYSE: KRC, the âcompanyâ, âKilroyâ) is a leading U.S. landlord and developer, with operations in San Diego, Greater Los Angeles, the San Francisco Bay Area, Greater Seattle and Austin.The company has earned global recognition for sustainability, building operations, innovation and design.As a pioneer and innovator in the creation of a more sustainable real estate industry, the companyâs approach to modern business environments helps drive creativity and productivity for some of the worldâs leading technology, entertainment, life science and business services companies.The company is a publicly traded real estate investment trust (âREITâ) and member of the S&P MidCap 400 Index with more than seven decades of experience developing, acquiring and managing office, life science and mixed-use projects.As of December 31, 2023, Kilroyâs stabilized portfolio totaled approximately 17.0 million square feet of primarily office and life science space that was 85.0% occupied and 86.4% leased.The company also had approximately 1,000 residential units in Hollywood and San Diego, which had a quarterly average occupancy of 92.5%.In addition, the company had two in-process life science redevelopment projects totaling approximately 100,000 square feet with total estimated redevelopment costs of $80.0 million and one approximately 875,000 square foot in-process development project with a total estimated investment of $1.0 billion."
KREF,KKR Real Estate Finance Trust Inc.,NYSE,"KKR Real Estate Finance Trust Inc., a mortgage real estate investment trust, focuses primarily on originating and acquiring transitional senior loans secured by commercial real estate (CRE) assets.It engages in the origination and purchase of credit investments related to CRE, including leveraged and unleveraged commercial real estate loans.The company has elected to be taxed as a real estate investment trust and would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders.KKR Real Estate Finance Trust Inc. was incorporated in 2014 and is headquartered in New York, New York."
KRG,Kite Realty Group Trust,NYSE,"Kite Realty Group Trust (NYSE: KRG) is a real estate investment trust (REIT) headquartered in Indianapolis, IN that is one of the largest publicly traded owners and operators of open-air shopping centers and mixed-use assets.The Companyâs primarily grocery-anchored portfolio is located in high-growth Sun Belt and select strategic gateway markets.The combination of necessity-based grocery-anchored neighborhood and community centers, along with vibrant mixed-use assets makes the KRG portfolio an ideal mix for both retailers and consumers.Publicly listed since 2004, KRG has nearly 60 years of experience in developing, constructing and operating real estate.Using operational, investment, development, and redevelopment expertise, KRG continuously optimizes its portfolio to maximize value and return to shareholders.As of December 31, 2023, the Company owned interests in 180 U.S. open-air shopping centers and mixed-use assets, comprising approximately 28.1 million square feet of gross leasable space."
KRKR,36Kr Holdings Inc.,NASDAQ,"36Kr Holdings Inc. provides content and business services in the People's Republic of China.It creates and distributes various content, including insightful reports on companies and industries, timely market updates, thought-provoking editorials, and commentaries, as well as original video and audio content in various industries, such as technology, consumer, retail, healthcare, media and entertainment, and enterprise services.The companyâs business services include online advertising services; enterprise value-added services, such as integrated marketing, advertisement agent, online/offline event, and consulting services; and subscription services to individuals, institutional investors, and enterprises.36Kr Holdings Inc. was founded in 2010 and is headquartered in Beijing, the People's Republic of China."
KRNT,Kornit Digital Ltd.,NASDAQ,"Kornit Digital Ltd. develops, designs, and markets digital printing solutions for the fashion, apparel, and home decor segments of printed textile industry in the United States, Europe, the Middle East, Africa, the Asia Pacific, and internationally.Its solutions include digital printing systems, ink and other consumables, associated software, and value-added services.The companyâs products and services include direct-to-garment printing platform for smaller industrial operators to mass producers; NeoPigment ink and other consumables; QuickP designer software; and system upgrade kits, maintenance and support, consulting, and professional services.It serves decorators, online businesses, brand owners, and contract printers. Kornit Digital Ltd. was incorporated in 2002 and is headquartered in Rosh Haayin, Israel."
KRNY,Kearny Financial Corp,NASDAQ,"Kearny Financial Corp. operates as the holding company for Kearny Bank that provides various banking products and services in the United States.It offers various deposit products, including interest-bearing and non-interest-bearing checking accounts, money market deposit accounts, savings accounts, and certificates of deposit accounts.The company also provides various loans, such as multi-family and nonresidential real estate mortgage loans, commercial term loans and lines of credit, one- to four-family residential mortgage loans, and home equity loans and lines of credit; loans to individuals, builders, or developers for the construction of multi-family residential buildings or commercial real estate, or for the construction or renovation of one- to four-family residences; overdraft lines of credit; and personal loans.In addition, it engages in the investment activities. Kearny Financial Corp. was founded in 1884 and is headquartered in Fairfield, New Jersey."
KRT,Karat Packaging Inc.,NASDAQ,"Karat Packaging Inc., together with its subsidiaries, engages in the manufacture and distribution of single-use disposable products in plastic, paper, biopolymer-based, and other compostable forms used in various restaurant and foodservice settings.It provides food and take-out containers, bags, tableware, cups, lids, cutlery, straws, specialty beverage ingredients, equipment, gloves, and other products under the Karat Earth brand.The company also provides new product development, design, printing, and logistics services. It offers its products to national and regional distributors, restaurant chains, retail establishments, and online customers.The company was founded in 2000 and is based in Chino, California."
KSPI,Joint Stock Company Kaspi.kz,NASDAQ,"Joint Stock Company Kaspi.kz, together with its subsidiaries, provides payments, marketplace, and fintech solutions for consumers and merchants in the Republic of Kazakhstan.It operates through three segments: Payments Platform, Marketplace Platform, and Fintech Platform. The Payments Platform segment facilities transactions between customers and merchants.This segment offers shopping transactions, regular household bills, and peer to peer payments for consumers; accepts payment online and in store, issue and settle invoices, pay suppliers and monitor merchant turnover.It also provides proprietary data facilities informed decision making across multiple areas of business.Its Marketplace Platform segment connects online, and offline merchants and consumers enabling merchants to enhance its sales through an omni channel strategy and enable consumers to buy products and services from various merchants.This segment also operates marketplace through m-commerce, a mobile solution for shopping in person which consumers can use e-commerce to shop anywhere, anytime with free delivery; Kaspi Travel allows consumers to book domestic and international flights and package holidays, domestic rail tickets.It also enhances merchants sales by connecting payments and fintech products, Kapsi advertising, and other delivery services.The Fintech Platform segment provides consumers with BNPL, finance, and savings products and merchants with merchant finance services through super apps and Kapsi.kz Super app.It also involved in the banking; distressed asset management; real estate business; payment processing; online travel; and storage and processing of information services.The company was incorporated in 2008 and is headquartered in Almaty, the Republic of Kazakhstan."
KSS,Kohl's Corporation,NYSE,"Kohl's Corporation operates as an omnichannel retailer in the United States.It offers branded apparel, footwear, accessories, beauty, and home products through its stores and website.The company provides its products primarily under the brand names of Croft & Barrow, Jumping Beans, SO, Sonoma Goods for Life, and Tek Gear, as well as Food Network, LC Lauren Conrad, Nine West, and Simply Vera Vera Wang.Kohl's Corporation was founded in 1988 and is headquartered in Menomonee Falls, Wisconsin."
KT,KT Corporation,NYSE,"KT Corporation provides integrated telecommunications and platform services in Korea and internationally.The company offers mobile voice and data telecommunications services based on 5G, 4G LTE and 3G W-CDMA technology; fixed-line telephone services, including local, domestic long-distance, international long-distance, and voice over Internet protocol telephone services, as well as interconnection services; broadband Internet access service and other Internet-related services; and data communication services, such as fixed-line and leased line services, as well as broadband Internet connection services.It also provides media and content services, including IPTV, satellite TV, digital music, e-commerce, online advertising consulting, and web comics and novels services; and credit card processing and other financial services.In addition, the company offers information technology and network services, and satellite services; sells handsets and miscellaneous telecommunications equipment; develops and sells residential units and commercial real estate; and rents real estate properties.Further, it maintains public telephones; offers security, B2C and B2B, investment fund, software development and data processing, value added network, call center, system integration and maintenance, marketing, PCS distribution, truck transportation and trucking arrangement business, cloud system implementation, satellite communication network, installation and management, and data center development and related services.Additionally, the company is involved in the Internet banking ASP and security solutions, residential building development and supply, sports team management, technology business finance, and submarine cable construction and maintenance businesses.The company was formerly known as Korea Telecom Corp. and changed its name to KT Corporation in March 2002.KT Corporation was founded in 1981 and is headquartered in Seongnam-si, South Korea."
KTCC,Key Tronic Corporation,NASDAQ,"Key Tronic Corporation provides contract manufacturing services to original equipment manufacturers in the United States and internationally.The company offers integrated electronic and mechanical engineering, assembly, sourcing and procurement, logistics, and new product testing services.Its services include product design; surface mount technologies and pin through hole capability for printed circuit board assembly; tool making; precision plastic molding; sheet metal fabrication and painting; liquid injection molding; complex assembly; prototype design; and full product assembly services.The company manufactures and sells keyboards and other input devices. It markets its products and services primarily through field sales people and distributors.Key Tronic Corporation was incorporated in 1969 and is headquartered in Spokane Valley, Washington."
KTTA,Pasithea Therapeutics Corp.,NASDAQ,"Pasithea Therapeutics Corp., a biotechnology company, engages in discovery, research, and development of treatments for central nervous system disorders, RASopathies, and other diseases.Its lead product candidate PAS-004, a next-generation macrocyclic mitogen-activated protein kinase, or MEK inhibitor for use in the treatment of a range of RASopathies, including neurofibromatosis type 1 oncology indications.The company intends to develop PAS-003, to treat amyotrophic lateral sclerosis; and PAS-001, to treat schizophrenia.Pasithea Therapeutics Corp. was incorporated in 2020 and is headquartered in Miami Beach, Florida."
KUKE,Kuke Music Holding Limited,NYSE,"Kuke Music Holding Limited provides classical music licensing, subscription, and education services in China.It operates through two segments: Subscription, Licensing and Smart Education Business; and Music Events and Performances Business.The Subscription, Licensing and Smart Education Business segment distributes commercial copyrights and offers music education solutions.The Music Events Business segment provides music festival events and music performance services; and sells musical instruments, including conch smart speakers.The company licenses its music content to online music entertainment platforms, digital music service providers, and commercial enterprises, as well as film and TV production companies, airlines, and smart hardware companies.It has institutional subscribers, including universities and music conservatories, as well as public libraries.Kuke Music Holding Limited was founded in 2002 and is headquartered in Beijing, China."
KVAC,Keen Vision Acquisition Corporation,NASDAQ,"Keen Vision Acquisition Corporation does not have significant operations.The company intends to effect a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization, and related business combination with one or more businesses or entities.It also intends to focus on businesses in the biotechnology, consumer goods, and agriculture sectors.The company was incorporated in 2021 and is based in Summit, New Jersey."
KVUE,Kenvue Inc.,NYSE,"Kenvue Inc. operates as a consumer health company worldwide.The company operates through three segments: Self Care, Skin Health and Beauty, and Essential Health.The Self Care segment offers cough, cold and allergy, pain care, digestive health, smoking cessation, eye care, and other products under the Tylenol, Motrin, Benadryl, Nicorette, Zarbeeâs, ORSLTM, Rhinocort, Calpol, and Zyrtec brands.The Skin Health and Beauty segment provides face and body care, hair, sun, and other care products under the Neutrogena, Aveeno, Dr.Ci:Labo, Le Petit Marseillais, Lubriderm, Rogaine, and OGX brand names.The Essential Health segment offers oral and baby, womenâs health, wound, and other care products under the Listerine, Johnsonâs, Band-Aid, and Stayfree, o.b., tampons, Carefree, and Desitin Diaper Rash brands.The company was incorporated in 2022 and is headquartered in Skillman, New Jersey."
KWE,KWESST Micro Systems Inc.,NASDAQ,"KWESST Micro Systems Inc. engages in the development and commercialization of tactical systems and ammunitions for military, public safety agencies, and personal defense markets.The company non-lethal products, including PARA OPS devices and ARWEN products. KWESST Micro Systems Inc. was incorporated in 2017 and is headquartered in Ottawa, Canada."
KXIN,Kaixin Holdings,NASDAQ,"Kaixin Holdings primarily sells domestic and imported automobiles in the Peopleâs Republic of China.It sells new and used vehicles through a network of dealerships with focus on automobiles brands, such as Audi, BMW, Mercedes-Benz, Land Rover, Bentley, Rolls-Royce, and Porsche.The company is based in Hangzhou, the Peopleâs Republic of China."
KZIA,Kazia Therapeutics Limited,NASDAQ,"Kazia Therapeutics Limited operates as an oncology-focused biotechnology company.The companyâs lead development candidate is Paxalisib, a small molecule, brain-penetrant inhibitor of the PI3K/AKT/mTOR pathway, which is developed as a potential therapy for glioblastoma.It also develops EVT801, a small-molecule selective inhibitor of vascular endothelial growth factor receptor 3.The company was formerly known as Novogen Limited and changed its name to Kazia Therapeutics Limited in November 2017.Kazia Therapeutics Limited was incorporated in 1994 and is based in Sydney, Australia."
L,Loews Corporation,NYSE,"Loews Corporation provides commercial property and casualty insurance in the United States and internationally.The company offers specialty insurance products, such as management and professional liability, and other coverage products; surety and fidelity bonds; property insurance products that include standard and excess property, marine and boiler, and machinery coverages; and casualty insurance products, such as workersâ compensation, general and product liability, and commercial auto, surplus, and umbrella coverages.It also provides loss-sensitive insurance programs; and warranty, risk management, information, and claims administration services.The company markets its insurance products and services through independent agents, brokers, and managing general underwriters.In addition, the company is involved in the transportation and storage of natural gas and natural gas liquids, and hydrocarbons through natural gas pipelines covering approximately 13,455 miles of interconnected pipelines; 855 miles of NGL pipelines in Louisiana and Texas; 14 underground storage fields with an aggregate gas capacity of approximately 199.5 billion cubic feet of natural gas; and eleven salt dome caverns and related brine infrastructure for providing brine supply services.Further, the company operates a chain of 25 hotels; and develops, manufactures, and markets a range of extrusion blow-molded and injection molded plastic containers for customers in the pharmaceutical, dairy, household chemicals, food/nutraceuticals, industrial/specialty chemicals, and water and beverage/juice industries, as well as manufactures commodity and differentiated plastic resins from recycled plastic materials.Loews Corporation was incorporated in 1969 and is headquartered in New York, New York."
LAAC,Lithium Americas (Argentina) Corp.,NYSE,"Lithium Americas (Argentina) Corp. operates as a resource company.The company explores for lithium deposits. The company owns interests in the Cauchari-Olaroz project located in Jujuy province of Argentina.It also has a pipeline of development and exploration stage projects located in Salta Province in northwestern Argentina, including the 100% Pastos Grandes project; and the 65% owned Sal de la Puna project.In addition, it owns 100% interest in the Antofalla Project located in the Province of Catamarca, Argentina.Lithium Americas (Argentina) Corp. was incorporated in 2007 is headquartered in Vancouver, Canada."
LAB,Standard BioTools Inc.,NASDAQ,"Standard BioTools Inc., together with its subsidiaries, provides instruments, consumables, reagents, and software services for researchers and clinical laboratories in the Americas, Europe, the Middle East, Africa, and the Asia pacific.It operates through two segments: Proteomics and Genomics. The company offers analytical systems, such as CyTOF XT System, a CyTOF XT mass cytometry system performs automated high-parameter single-cell analysis using antibodies conjugated to metal isotopes; and Hyperion XTi imaging system, a spatial biology instrument.It also provides genomics, such as X9 Real-Time PCR System, a real-time PCR analytical instrument including pre-processing steps for microfluidics-based workflows using (integrated fluidic circuit) IFCs; and IFC Controllers, a controller which is designed to work with IFC formats.In addition, the company offers analytical instruments comprising Biomark HD system, a real-time PCR analytical instrument for microfluidics-based workflows using prepared IFCs.It sells its products to academic research institutions; translational research and medicine centers; cancer centers; clinical research laboratories; biopharmaceutical, biotechnology, and plant and animal research companies; and contract research organizations.It has license agreements with California Institute of Technology, Harvard University, and Caliper Life Sciences, Inc. The company was formerly known as Fluidigm Corporation and changed its name to Standard BioTools Inc. in April 2022.Fluidigm Corporation was incorporated in 1999 and is headquartered in South San Francisco, California."
LAC,Lithium Americas Corp.,NYSE,"Lithium Americas Corp. engages in the exploration and development of lithium properties in the United States and Canada.It holds a 100% interest in the Thacker Pass project located in northern Nevada, as well as investments in exploration properties in the United States and Canada.Lithium Americas Corp. was incorporated in 2023 and is headquartered in Vancouver, Canada."
LADR,Ladder Capital Corp,NYSE,"Ladder Capital Corp operates as an internally-managed real estate investment trust in the United States.It operates through three segments: Loans, Securities, and Real Estate. The Loans segment originates conduit first mortgage loans that are secured by cash-flowing commercial real estate; and originates and invests in balance sheet first mortgage loans secured by commercial real estate properties that are undergoing transition, including lease-up, sell-out, and renovation or repositioning.It also invests in note purchase financings, subordinated debt, mezzanine debt, and other structured finance products related to commercial real estate.The Securities segment invests in commercial mortgage-backed securities, U.S. treasury and agency, corporate bonds, and equity securities.The Real Estate segment owns and invests in a portfolio of commercial and residential real estate properties, such as leased properties, office buildings, student housing portfolios, hotels, industrial buildings, shopping center, and condominium units.The company qualifies as a real estate investment trust for federal income tax purposes. It generally would not be subject to federal corporate income taxes if it distributes at least 90% of its taxable income to its stockholders.The company was founded in 2008 and is headquartered in New York, New York."
LAES,SEALSQ Corp,NASDAQ,"SEALSQ Corp, together with its subsidiaries, designs, develops, and markets semiconductor chips in Europe, the Middle East, Africa, North America, the Asia Pacific, and Latin America.It offers semiconductors, such as VaultIC secure elements, secure arm platform, and smart card reader chips; identity provisioning services, such as IoT device provisioning and chip provisioning; and managed PKI for IoT solutions and trust services.The company provides device-to-cloud authentication, device attestation for matter, GSMA root certificate, device-to-device authentication, data protection, anti-counterfeiting and brand protection, security access, device ID provisioning, identity lifecycle management, and satellite IoT connectivity solutions.Its products are used in various applications, such as smart energy, smart home, automotive EV charging, consumer IoT, aerospace and military, telecommunications, logistics, medical, luxury, and other industrial applications.SEALSQ Corp was founded in 2022 and is based in Cointrin, Switzerland."
LAMR,Lamar Advertising Company,NASDAQ,"Lamar Advertising Company operates as an outdoor advertising company in the United States and Canada.The company owns and operates billboards, logo signs, and transit advertising displays, as well as rents space for advertising on billboards, buses, shelters, benches, logo plates, and in airport terminals.Lamar Advertising Company was founded in 1902 and is headquartered in Baton Rouge, Louisiana."
LANC,Lancaster Colony Corporation,NASDAQ,"Lancaster Colony Corporation engages in the manufacturing and marketing of specialty food products for the retail and foodservice channels in the United States.It operates in two segments, Retail and Foodservice. The company offers frozen garlic bread under the New York BRAND Bakery; frozen Parkerhouse style yeast and dinner rolls under the Sister Schubertâs brand; salad dressings under the Marzetti, Cardiniâs, Simply Dressed, and Girardâs brands; vegetable and fruit dips under the Marzetti brand; croutons and salad toppings under the New York BRAND Bakery, Chatham Village, and Marzetti brands; and frozen pasta under the Marzetti Frozen Pasta brand.It also manufactures and sells other products to brand license agreements, including Olive Garden dressings, Buffalo Wild Wings sauces, and Chick-fil-A sauces.The company sells its products through sales personnel, food brokers, and distributors to retailers and restaurants.Lancaster Colony Corporation was incorporated in 1961 and is based in Westerville, Ohio."
LANV,Lanvin Group Holdings Limited,NYSE,"Lanvin Group Holdings Limited operates as a couture house in the Europe, the Middle East, Africa, North America, China, and other Asian countries.It operates through five segments: Lanvin, Wolford, St. John, Sergio Rossi, and Caruso. The company offers ready-to-wear, made to measure, footwear, leather goods, costume jewelry, accessories, eyewear, and childrenswear under the Lanvin brand name; ready-to-wear, legwear, lingerie and beachwear, athleisure, and accessories under the Wolford brand; footwear under the Sergio Rossi brand name; luxury womenswear, footwear, handbags, jewelry, and leather goods under the St. John brand; and leisurewear and formalwear for men under the Caruso brand name.The company was founded in 1889 and is headquartered in Shanghai, China. Lanvin Group Holdings Limited is a subsidiary of Fosun International Limited."
LASE,Laser Photonics Corporation,NASDAQ,"Laser Photonics Corporation provides integrated laser blasting solutions for corrosion control, rust removal, de-coating, pre- and post-welding, laser cleaning, and surface conditioning in the Americas, Europe, Asia, the Middle East, and North Africa.It offers laser cleaning systems, such as CleanTech Titan FX for cleaning, rust removal, and surface conditioning; CleanTech Titan Express, a high-power fiber laser for cleaning and surface conditioning; CleanTech MegaCenter, an industrial-grade laser parts cleaning, rust removal, and surface conditioning system; CleanTech Handheld LPC-50-CTHD, an entry-level dual axis laser cleaning and surface treatment system; CleanTech Handheld LPC-100-CTHD, an air-cooled pulsed laser systems; CleanTech Handheld LPC-200-CTHD for cleaning rust, remove paints, and other coatings; CleanTech Handheld LPC-300-CTHD, a air-cooled laser system; CleanTech Handheld LPC-1000-CTHS, a single axis laser cleaning and surface treatment system; CleanTech Handheld LPC-1000-CTHD, a portable handheld roughing laser cleaner; CleanTech Handheld-1500-CTHS, an handheld laser cleaning, roughing, and surface preparation system; CleanTech Handheld-1500-CTHD, a dual axis fiber laser system; CleanTech Handheld LPC-2000-CTHD for cleaning rust and remove coatings; CleanTech LPC-3000-CTHD for cleaning and removing rust, corrosion, and other materials; CleanTech Laser Blaster Cabinet, a laser cleaning machine; CleanTech Robotic Cell Enclosure, an AI-capable laser cleaning system that eliminates the concerns over human hazard and eye safety; CleanTech EZ- Rider, a laser cleaning tool; and CleanTech Robot, an industrial robotic laser cleaning system.The company also provides laser cutting machines; laser engraving machines; laser marking machines; laser welding machines; 3D metal printers; laser glass scribing systems; ITO removal systems; glass cutting lasers; glass wafer dicing products; laser glass marking; microscope slide and covers laser cutting systems; precision glass scribers; semiconductor laser systems; OEM laser marking and engraving parts; fiber lasers; scanning and cutting heads; mobile handheld laser HD cart; mobile rugged cases; enclosures; fume extractors; rotary indexers; water chiller machines; X-Y tables; USB controllers; and custom lasers.Laser Photonics Corporation was incorporated in 2019 and is headquartered in Orlando, Florida."
LATG,Chenghe Acquisition I Co.,NASDAQ,"Chenghe Acquisition I Co. does not have significant operations.The company focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities.It intends to focus search for an initial business combination in the TMT, green energy, biotechnology, optoelectronics, and other sectors in the Asia Pacific.The company was formerly known as LatAmGrowth SPAC and changed its name to Chenghe Acquisition I Co. in November 2023.Chenghe Acquisition I Co. was incorporated in 2021 and is based in Singapore."
